,乘客编号,订单金额,叫车时间
14755,368272675,11.86,2020/2/19 15:32
14756,233008353,29.14,2020/2/19 15:31
14757,253970877,64.54,2020/2/19 15:29
14758,925083769,75.46,2020/2/19 15:27
14759,13220123,22.38,2020/2/19 15:27
14760,13364034,29.22,2020/2/19 15:26
14761,394599510,15.82,2020/2/19 15:26
14762,292474988,34.5,2020/2/19 15:26
14763,240659358,27.82,2020/2/19 15:25
14764,971418992,32.78,2020/2/19 15:25
14765,960576864,47.48,2020/2/19 15:23
14766,943243195,29.64,2020/2/19 15:22
14767,954845918,24.19,2020/2/19 15:20
14768,341106912,71.71,2020/2/19 15:20
14769,257339529,21.46,2020/2/19 15:19
14770,907371200,20.06,2020/2/19 15:18
14771,979639465,48.42,2020/2/19 15:16
14772,900968496,21.94,2020/2/19 15:13
14773,322473610,21.61,2020/2/19 15:12
14774,260843016,34.65,2020/2/19 15:11
14775,926260807,23.19,2020/2/19 15:09
14776,901513963,22.06,2020/2/19 15:07
14777,965396748,22.11,2020/2/19 15:02
14778,245443520,36.58,2020/2/19 14:59
14779,288669709,28.87,2020/2/19 14:54
14780,383857983,48.31,2020/2/19 14:53
14781,979639465,18.04,2020/2/19 14:51
14782,980847386,28.89,2020/2/19 14:51
14783,945600026,42.45,2020/2/19 14:50
14784,908142033,13.2,2020/2/19 14:50
14785,901369098,33,2020/2/19 14:48
14786,966077963,27.82,2020/2/19 14:43
14787,286427263,31.02,2020/2/19 14:41
14788,235867021,24.69,2020/2/19 14:41
14789,209951270,44.76,2020/2/19 14:33
14790,993206911,27.02,2020/2/19 14:32
14791,966237367,60.16,2020/2/19 14:31
14792,942605272,21.8,2020/2/19 14:31
14793,241964028,40.42,2020/2/19 14:29
14794,933636799,16.66,2020/2/19 14:27
14795,949712186,17.14,2020/2/19 14:26
14796,929769786,29.65,2020/2/19 14:24
14797,327312906,63.58,2020/2/19 14:24
14798,213856364,26.28,2020/2/19 14:22
14799,957863888,20.71,2020/2/19 14:21
14800,327587302,30.03,2020/2/19 14:20
14801,331364213,68.68,2020/2/19 14:18
14802,962380665,64.98,2020/2/19 14:18
14803,930114068,31.57,2020/2/19 14:18
14804,901098713,36.48,2020/2/19 14:18
14805,983249417,19.95,2020/2/19 14:16
14806,381320031,68.83,2020/2/19 14:15
14807,202103085,39.2,2020/2/19 14:11
14808,318272664,13.62,2020/2/19 14:10
14809,399216700,27.48,2020/2/19 14:10
14810,309010796,40.82,2020/2/19 14:10
14811,982143218,29.65,2020/2/19 14:09
14812,923835428,23.56,2020/2/19 14:09
14813,930748209,17.49,2020/2/19 14:07
14814,219440236,38.3,2020/2/19 14:07
14815,12678787,19.24,2020/2/19 14:06
14816,13357151,51.26,2020/2/19 14:06
14817,968932260,31.39,2020/2/19 14:06
14818,321808647,47.84,2020/2/19 14:06
14819,255667613,18.4,2020/2/19 14:04
14820,365221028,18.09,2020/2/19 14:03
14821,978446545,26.34,2020/2/19 14:03
14822,325862530,22.28,2020/2/19 14:03
14823,224897003,37.35,2020/2/19 14:01
14824,211396968,25.22,2020/2/19 14:01
14825,944151339,32.8,2020/2/19 14:00
14826,269660793,29.02,2020/2/19 13:58
14827,938071161,26.25,2020/2/19 13:55
14828,908591902,28.08,2020/2/19 13:55
14829,300578948,26.59,2020/2/19 13:55
14830,397254212,15.8,2020/2/19 13:55
14831,906086098,25.28,2020/2/19 13:53
14832,320882904,48.01,2020/2/19 13:49
14833,248114568,80.86,2020/2/19 13:47
14834,392373648,54.4,2020/2/19 13:47
14835,390770399,30.14,2020/2/19 13:45
14836,308804339,40.54,2020/2/19 13:44
14837,305272685,37.99,2020/2/19 13:42
14838,964502331,40.05,2020/2/19 13:41
14839,205967492,17.38,2020/2/19 13:40
14840,299558358,20.19,2020/2/19 13:40
14841,979859881,28.65,2020/2/19 13:39
14842,13637871,34.48,2020/2/19 13:38
14843,993421967,41.52,2020/2/19 13:37
14844,257450017,19.16,2020/2/19 13:36
14845,989996101,24,2020/2/19 13:34
14846,248077259,32.14,2020/2/19 13:34
14847,990394326,33.99,2020/2/19 13:34
14848,236036236,33.12,2020/2/19 13:33
14849,271003487,18.92,2020/2/19 13:30
14850,267220605,32.14,2020/2/19 13:30
14851,997191054,25.39,2020/2/19 13:27
14852,342268342,49.64,2020/2/19 13:26
14853,993918470,25.2,2020/2/19 13:26
14854,210133379,17.2,2020/2/19 13:25
14855,12673249,17.98,2020/2/19 13:23
14856,399893588,19.65,2020/2/19 13:23
14857,229798080,18.5,2020/2/19 13:21
14858,983078420,13.62,2020/2/19 13:21
14859,989280385,62.85,2020/2/19 13:20
14860,918187012,33.99,2020/2/19 13:20
14861,948871881,67.06,2020/2/19 13:20
14862,945600026,36.03,2020/2/19 13:19
14863,923723233,21.28,2020/2/19 13:17
14864,242243550,30.12,2020/2/19 13:16
14865,977532342,26,2020/2/19 13:15
14866,221012259,34.9,2020/2/19 13:13
14867,12597458,40.47,2020/2/19 13:12
14868,965861817,38.12,2020/2/19 13:12
14869,255212961,17.86,2020/2/19 13:12
14870,320882904,44.02,2020/2/19 13:10
14871,987838846,31.86,2020/2/19 13:08
14872,14313180,14.48,2020/2/19 13:04
14873,211819082,17.92,2020/2/19 13:03
14874,389895696,26.08,2020/2/19 13:03
14875,950852938,20.3,2020/2/19 13:02
14876,970840428,32.67,2020/2/19 13:01
14877,366934613,15.74,2020/2/19 12:59
14878,956236789,33.81,2020/2/19 12:57
14879,298570366,25.68,2020/2/19 12:56
14880,312811221,64.81,2020/2/19 12:56
14881,252314211,18.38,2020/2/19 12:55
14882,276524728,37.36,2020/2/19 12:54
14883,936243758,29.55,2020/2/19 12:49
14884,932753501,13.98,2020/2/19 12:48
14885,303760707,21.75,2020/2/19 12:48
14886,926640967,42.4,2020/2/19 12:48
14887,938229711,32.07,2020/2/19 12:47
14888,256929039,23.67,2020/2/19 12:47
14889,236036236,24.63,2020/2/19 12:43
14890,993206911,21.88,2020/2/19 12:42
14891,211819082,19.88,2020/2/19 12:42
14892,927983053,27.33,2020/2/19 12:39
14893,952708761,33.19,2020/2/19 12:38
14894,399783049,62.23,2020/2/19 12:36
14895,947297393,17.52,2020/2/19 12:34
14896,952871377,26.18,2020/2/19 12:34
14897,999080797,16.82,2020/2/19 12:33
14898,988846303,32.56,2020/2/19 12:31
14899,975605253,19.72,2020/2/19 12:28
14900,208346379,47.25,2020/2/19 12:26
14901,230243140,34.47,2020/2/19 12:26
14902,978282043,41.46,2020/2/19 12:25
14903,366934613,27.16,2020/2/19 12:25
14904,935720533,37.41,2020/2/19 12:23
14905,292474988,36.63,2020/2/19 12:22
14906,928278577,32.6,2020/2/19 12:21
14907,984515736,72.03,2020/2/18 18:13
14908,934317234,29.79,2020/2/19 12:18
14909,395879387,16.42,2020/2/19 12:14
14910,206876626,12.04,2020/2/19 12:12
14911,918165878,30.99,2020/2/19 12:12
14912,959274037,20.98,2020/2/19 12:11
14913,300411118,25.21,2020/2/19 12:08
14914,248077259,23.3,2020/2/19 12:08
14915,916941932,31.06,2020/2/19 12:07
14916,217977822,99.88,2020/2/19 12:07
14917,945892238,13.45,2020/2/19 12:05
14918,300578948,24.61,2020/2/19 12:05
14919,208493731,19.42,2020/2/19 12:04
14920,975450902,59.31,2020/2/19 12:03
14921,923495935,19.98,2020/2/19 11:59
14922,375704691,36.33,2020/2/19 11:54
14923,345288516,55.48,2020/2/19 11:54
14924,368272675,15.02,2020/2/19 11:53
14925,223036028,32.48,2020/2/19 11:50
14926,916432938,16.26,2020/2/19 11:47
14927,251938221,35,2020/2/15 11:12
14928,12517731,24.16,2020/2/19 11:44
14929,255707785,41.5,2020/2/19 11:41
14930,964167326,74.53,2020/2/19 11:37
14931,318905029,37.77,2020/2/19 11:37
14932,220825964,42.55,2020/2/19 11:34
14933,268650369,28.66,2020/2/19 11:33
14934,379626207,16,2020/2/19 11:32
14935,318272664,14.91,2020/2/19 11:32
14936,918696408,22.53,2020/2/19 11:31
14937,200510881,75.34,2020/2/19 11:30
14938,394599510,16.75,2020/2/19 11:28
14939,902424761,15.16,2020/2/19 11:28
14940,235867021,25.28,2020/2/19 11:27
14941,371878394,40.48,2020/2/19 11:27
14942,349875687,29.68,2020/2/19 11:27
14943,373420406,41.94,2020/2/19 11:26
14944,203192335,28.02,2020/2/19 11:26
14945,259764837,28.99,2020/2/19 11:26
14946,393125011,87.09,2020/2/19 11:24
14947,303372648,37.81,2020/2/19 11:24
14948,999576211,31.66,2020/2/19 11:23
14949,319551227,17.61,2020/2/19 11:22
14950,254349556,15.96,2020/2/19 11:21
14951,349473686,26.46,2020/2/19 11:19
14952,12522582,15.46,2020/2/19 11:18
14953,381961744,17.77,2020/2/19 11:18
14954,14556240,41.74,2020/2/19 11:16
14955,370031741,41.9,2020/2/19 11:16
14956,348272672,15.02,2020/2/19 11:15
14957,938204397,50.1,2020/2/19 11:15
14958,951836302,17.13,2020/2/19 11:15
14959,972801226,32.9,2020/2/19 11:13
14960,342716283,23,2020/2/19 11:13
14961,942255647,42.33,2020/2/19 11:11
14962,386136608,43.96,2020/2/19 11:10
14963,321772613,12.78,2020/2/19 11:10
14964,281180576,20.92,2020/2/19 11:10
14965,348756355,57.28,2020/2/19 11:09
14966,991623507,21.07,2020/2/19 11:09
14967,208493731,16.92,2020/2/19 11:07
14968,12765616,16.68,2020/2/19 11:07
14969,13648311,24.39,2020/2/19 11:06
14970,12467586,41.4,2020/2/19 11:06
14971,940297060,39.43,2020/2/19 11:06
14972,12460746,22.11,2020/2/19 11:05
14973,262454365,34.82,2020/2/19 11:04
14974,266635265,17.22,2020/2/19 11:04
14975,912428372,14.65,2020/2/19 11:04
14976,916206374,22.77,2020/2/19 11:02
14977,934316205,37.21,2020/2/19 11:02
14978,333158497,22.93,2020/2/19 11:01
14979,972627571,13.8,2020/2/19 11:00
14980,947297393,20.35,2020/2/19 11:00
14981,374549320,63.19,2020/2/19 10:59
14982,241630047,75.01,2020/2/19 10:59
14983,926118457,31.47,2020/2/19 10:59
14984,205954160,50.11,2020/2/19 10:58
14985,365117548,25.8,2020/2/19 10:58
14986,999440027,27.97,2020/2/19 10:57
14987,281180576,21.09,2020/2/19 10:54
14988,990524439,35.9,2020/2/19 10:54
14989,367258640,40.94,2020/2/19 10:53
14990,304559358,27.15,2020/2/19 10:53
14991,12780080,16.44,2020/2/19 10:53
14992,916191286,18.46,2020/2/19 10:52
14993,12597458,22.53,2020/2/19 10:50
14994,910827741,24.63,2020/2/19 10:49
14995,208346379,59.08,2020/2/19 10:48
14996,10495804,21.61,2020/2/19 10:48
14997,216823727,28.38,2020/2/19 10:45
14998,386946786,36.44,2020/2/19 10:45
14999,295878296,36.48,2020/2/19 10:45
15000,224006288,44.65,2020/2/19 10:45
15001,964546726,66.01,2020/2/19 10:44
15002,911849543,27.58,2020/2/19 10:44
15003,965396748,22.04,2020/2/19 10:43
15004,216496924,33.97,2020/2/19 10:42
15005,368272691,15.87,2020/2/19 10:42
15006,240212656,37.18,2020/2/19 10:41
15007,916432938,15.85,2020/2/19 10:40
15008,360656681,17.22,2020/2/19 10:39
15009,386379676,51.76,2020/2/19 10:38
15010,14268085,35.13,2020/2/19 10:36
15011,988681478,31.15,2020/2/19 10:33
15012,352496746,34.92,2020/2/19 10:31
15013,961492605,32.11,2020/2/19 10:31
15014,924178466,23.48,2020/2/19 10:30
15015,294263558,17.6,2020/2/19 10:29
15016,321772613,15.52,2020/2/19 10:29
15017,949946570,18.66,2020/2/19 10:29
15018,385072625,20.05,2020/2/19 10:28
15019,977358877,19.44,2020/2/19 10:28
15020,938298189,57.37,2020/2/19 10:27
15021,904837463,17.32,2020/2/19 10:27
15022,219713798,26.62,2020/2/19 10:26
15023,224703231,36.78,2020/2/19 10:24
15024,921330950,42.96,2020/2/19 10:24
15025,13648311,23.68,2020/2/19 10:23
15026,201349571,23.2,2020/2/19 10:22
15027,990888734,98.19,2020/2/19 10:22
15028,288607927,26.68,2020/2/19 10:21
15029,12782181,35.47,2020/2/19 10:18
15030,12610896,31.78,2020/2/19 10:18
15031,228337868,26.85,2020/2/19 10:18
15032,901513963,23.41,2020/2/19 10:18
15033,902621057,18.32,2020/2/19 10:15
15034,249421483,21.99,2020/2/19 10:15
15035,14235672,34.05,2020/2/19 10:15
15036,935893055,37.63,2020/2/19 10:15
15037,353110286,42.39,2020/2/19 10:14
15038,212290636,48.19,2020/2/19 10:14
15039,385072625,19.62,2020/2/19 10:13
15040,996691538,26.77,2020/2/19 10:13
15041,908120860,47.98,2020/2/19 10:13
15042,963849197,18.91,2020/2/19 10:09
15043,245307301,29.43,2020/2/19 10:07
15044,984400259,18.93,2020/2/19 10:06
15045,13904396,40.98,2020/2/19 10:06
15046,926461546,39.64,2020/2/19 10:06
15047,995050450,20.31,2020/2/19 10:04
15048,921472500,16.44,2020/2/19 10:03
15049,318272664,15.66,2020/2/19 10:01
15050,255983147,52.6,2020/2/19 10:01
15051,303275030,49.54,2020/2/19 9:58
15052,253162155,23.42,2020/2/19 9:58
15053,292278203,24.25,2020/2/19 9:58
15054,373968179,20,2020/2/19 9:56
15055,983689106,13.98,2020/2/19 9:56
15056,14581377,25.63,2020/2/19 9:56
15057,249421483,23.89,2020/2/19 9:55
15058,903623186,32.77,2020/2/19 9:55
15059,996691538,23.8,2020/2/19 9:55
15060,349473624,26.73,2020/2/19 9:54
15061,944441760,32.08,2020/2/19 9:52
15062,997627313,43.26,2020/2/19 9:50
15063,359922786,48.21,2020/2/19 9:49
15064,321772613,15.96,2020/2/19 9:48
15065,12557801,28.66,2020/2/19 9:48
15066,986921008,36.08,2020/2/19 9:48
15067,900346088,26.59,2020/2/19 9:46
15068,912110209,15.67,2020/2/19 9:45
15069,951944912,19.03,2020/2/19 9:45
15070,304592196,100.62,2020/2/19 9:45
15071,240196383,32.76,2020/2/19 9:45
15072,245307301,33.09,2020/2/19 9:45
15073,930748209,30.02,2020/2/19 9:45
15074,241997067,40.29,2020/2/19 9:45
15075,988741130,22.27,2020/2/19 9:43
15076,303372648,18.92,2020/2/19 9:43
15077,975132242,19.26,2020/2/19 9:42
15078,934949350,38.11,2020/2/19 9:41
15079,399784042,50,2020/2/19 9:41
15080,240212656,45.07,2020/2/19 9:41
15081,944906499,32.37,2020/2/19 9:41
15082,943992801,25.9,2020/2/19 9:40
15083,943832198,37.4,2020/2/19 9:40
15084,315873636,57.13,2020/2/19 9:39
15085,982012938,27.74,2020/2/19 9:39
15086,279941590,23.95,2020/2/19 9:38
15087,368272675,15.79,2020/2/19 9:37
15088,957863888,25.48,2020/2/19 9:36
15089,967285095,24.76,2020/2/19 9:36
15090,266130207,27.31,2020/2/19 9:34
15091,363643366,34.45,2020/2/19 9:34
15092,945284902,23.3,2020/2/19 9:32
15093,371096216,21.72,2020/2/19 9:32
15094,290610015,22.83,2020/2/19 9:32
15095,998172120,21.66,2020/2/19 9:31
15096,965481822,29.77,2020/2/19 9:31
15097,947711767,39.61,2020/2/19 9:31
15098,948870037,24.93,2020/2/19 9:31
15099,954350851,24.81,2020/2/19 9:31
15100,286582023,24.63,2020/2/19 9:30
15101,354365410,43.71,2020/2/19 9:30
15102,363062416,165.45,2020/2/18 17:53
15103,349953063,48.18,2020/2/19 9:29
15104,248050137,33.75,2020/2/19 9:29
15105,973460928,31.23,2020/2/19 9:29
15106,989138737,26.91,2020/2/19 9:29
15107,12537033,19.06,2020/2/19 9:28
15108,977336458,25.47,2020/2/19 9:28
15109,303275030,52.42,2020/2/19 9:27
15110,913166230,27.61,2020/2/19 9:27
15111,995775895,26.83,2020/2/19 9:26
15112,230183409,22.58,2020/2/19 9:24
15113,310530636,29.88,2020/2/19 9:24
15114,308804339,44.86,2020/2/19 9:24
15115,938298189,50.58,2020/2/19 9:23
15116,12946766,33.85,2020/2/19 9:23
15117,230202937,39.72,2020/2/19 9:23
15118,271268568,54.13,2020/2/19 9:23
15119,369577156,16.93,2020/2/19 9:22
15120,945743416,50.96,2020/2/19 9:22
15121,979930597,16,2020/2/19 9:21
15122,919370445,31.26,2020/2/19 9:21
15123,987185001,22.38,2020/2/19 9:20
15124,335699475,18.3,2020/2/19 9:20
15125,300578948,26.31,2020/2/19 9:19
15126,229515178,38,2020/2/19 9:19
15127,259764837,35.31,2020/2/19 9:18
15128,381320031,34.04,2020/2/19 9:18
15129,944887751,32.85,2020/2/19 9:17
15130,352589006,26.64,2020/2/19 9:17
15131,288607927,22.88,2020/2/19 9:16
15132,913857370,33.96,2020/2/19 9:16
15133,268650369,31.98,2020/2/19 9:15
15134,13617796,22.95,2020/2/19 9:14
15135,995629690,15.28,2020/2/19 9:14
15136,934949350,37.66,2020/2/19 9:14
15137,965768607,29.64,2020/2/19 9:14
15138,14578544,47.38,2020/2/19 9:13
15139,226402703,21.78,2020/2/19 9:13
15140,969503330,30.86,2020/2/19 9:12
15141,209448093,19.88,2020/2/19 9:12
15142,954350851,24.75,2020/2/19 9:12
15143,949174301,22.98,2020/2/19 9:11
15144,231163052,17.25,2020/2/19 9:11
15145,283362104,15.63,2020/2/19 9:11
15146,12664816,26.37,2020/2/19 9:11
15147,239117595,20.95,2020/2/19 9:11
15148,12704436,20.97,2020/2/19 9:10
15149,944441760,31.92,2020/2/19 9:10
15150,930841259,38.22,2020/2/19 9:09
15151,12658583,48.54,2020/2/19 9:09
15152,309983235,27.96,2020/2/19 9:09
15153,14077497,23.95,2020/2/19 9:09
15154,13839995,51.43,2020/2/19 9:09
15155,256329093,33.49,2020/2/19 9:08
15156,14382408,21.55,2020/2/19 9:08
15157,924739430,18.44,2020/2/19 9:08
15158,996993688,24.21,2020/2/19 9:08
15159,977037470,27.75,2020/2/19 9:06
15160,303759231,31.18,2020/2/19 9:06
15161,966222411,26.04,2020/2/19 9:05
15162,291948805,30.22,2020/2/19 9:04
15163,245307301,33.14,2020/2/19 9:03
15164,12933509,20.38,2020/2/19 9:02
15165,965861817,36.01,2020/2/19 9:01
15166,940950511,25.94,2020/2/19 9:01
15167,978624416,18.1,2020/2/19 9:01
15168,279441628,24.72,2020/2/19 9:00
15169,940190160,25.05,2020/2/19 9:00
15170,211375045,28.44,2020/2/19 9:00
15171,930408305,33.5,2020/2/19 9:00
15172,343670696,33.84,2020/2/19 8:25
15173,937006866,18.62,2020/2/19 8:59
15174,951836302,39.12,2020/2/19 8:59
15175,294223828,35.84,2020/2/19 8:56
15176,983752138,31.59,2020/2/19 8:56
15177,208426912,24.19,2020/2/19 8:56
15178,948987303,17.12,2020/2/19 8:54
15179,974637224,44.17,2020/2/19 8:53
15180,907192635,26.56,2020/2/19 8:53
15181,229306022,50.41,2020/2/19 8:52
15182,944886730,13.68,2020/2/19 8:52
15183,14252014,20.5,2020/2/19 8:52
15184,917727010,45.56,2020/2/19 8:51
15185,380117347,44.64,2020/2/19 8:51
15186,283460219,41.44,2020/2/19 8:51
15187,907328369,31.48,2020/2/19 8:50
15188,339203900,40.14,2020/2/19 8:50
15189,935968735,41.58,2020/2/19 8:50
15190,960250229,14.91,2020/2/19 8:49
15191,914363950,43.28,2020/2/19 8:49
15192,219405658,45.97,2020/2/19 8:49
15193,14548647,19.39,2020/2/19 8:49
15194,206473989,21.25,2020/2/19 8:48
15195,978272330,27.02,2020/2/19 8:48
15196,967566257,31.59,2020/2/19 8:48
15197,264863545,15.2,2020/2/19 8:47
15198,417939,44.59,2020/2/19 8:47
15199,914034648,30.04,2020/2/19 8:47
15200,318905029,23.38,2020/2/19 8:46
15201,961694515,26.13,2020/2/19 8:46
15202,320084973,16.27,2020/2/19 8:46
15203,940297060,13.59,2020/2/19 8:46
15204,234533373,33.01,2020/2/19 8:45
15205,908250565,27.1,2020/2/19 8:45
15206,977708705,18.54,2020/2/19 8:44
15207,272399711,43.15,2020/2/19 8:44
15208,397254212,15.8,2020/2/19 8:44
15209,915938473,31.08,2020/2/19 8:44
15210,972339713,24.66,2020/2/19 8:43
15211,318872645,38.47,2020/2/19 8:43
15212,976647356,59.1,2020/2/19 8:42
15213,249267129,18.99,2020/2/19 8:42
15214,955162090,16.87,2020/2/19 8:41
15215,948464626,41.72,2020/2/19 8:41
15216,921472500,18.85,2020/2/19 8:40
15217,12600483,39.49,2020/2/19 8:40
15218,909380228,38.95,2020/2/19 8:40
15219,391372665,16.92,2020/2/19 8:40
15220,918080544,32.85,2020/2/19 8:40
15221,918090539,20.76,2020/2/19 8:39
15222,901513963,21.79,2020/2/19 8:39
15223,253264485,25.02,2020/2/19 8:39
15224,13143362,24.25,2020/2/19 8:38
15225,262621344,19.71,2020/2/19 8:38
15226,235867021,23.36,2020/2/19 8:38
15227,375116595,15.87,2020/2/19 8:38
15228,270420560,15.84,2020/2/19 8:38
15229,971787230,19.02,2020/2/19 8:38
15230,233309385,27.49,2020/2/19 8:37
15231,13376761,28.16,2020/2/19 8:36
15232,368818767,39.51,2020/2/19 8:36
15233,236193208,20.04,2020/2/19 8:36
15234,907638996,34.53,2020/2/19 8:36
15235,944354855,26.44,2020/2/19 8:36
15236,270636303,19.17,2020/2/19 8:36
15237,350974972,25.57,2020/2/19 8:36
15238,982167414,25.75,2020/2/19 8:36
15239,359691913,25.88,2020/2/19 8:35
15240,904695646,22.72,2020/2/19 8:35
15241,213624469,47.67,2020/2/19 8:35
15242,291413508,36.72,2020/2/19 8:35
15243,934705787,39.58,2020/2/19 8:35
15244,12854767,34.3,2020/2/19 8:35
15245,938064492,38.46,2020/2/19 8:34
15246,268246016,26.25,2020/2/19 8:34
15247,929818330,30.02,2020/2/19 8:34
15248,214853092,53.94,2020/2/19 8:34
15249,291643085,29.53,2020/2/19 8:33
15250,280125574,42.13,2020/2/19 8:33
15251,927431760,23.3,2020/2/19 8:33
15252,926473843,25.58,2020/2/19 8:32
15253,382848982,20.42,2020/2/19 8:32
15254,381173185,25.46,2020/2/19 8:32
15255,244566960,28.03,2020/2/19 8:31
15256,204914532,20.25,2020/2/19 8:31
15257,243137307,37.75,2020/2/19 8:31
15258,317469147,21.55,2020/2/19 8:31
15259,944325595,21.14,2020/2/19 8:30
15260,206412742,15.45,2020/2/19 8:30
15261,220606004,20.64,2020/2/19 8:30
15262,961486380,17.2,2020/2/19 8:29
15263,920235218,24.94,2020/2/19 8:29
15264,203888507,54.18,2020/2/19 8:29
15265,993651404,20.67,2020/2/19 8:28
15266,993788362,16.14,2020/2/19 8:28
15267,942746585,39.34,2020/2/19 8:28
15268,310848524,20.89,2020/2/19 8:28
15269,998320388,34.87,2020/2/19 8:28
15270,273611224,52.45,2020/2/19 8:27
15271,987708467,29.95,2020/2/19 8:27
15272,12517731,19.6,2020/2/19 8:27
15273,956089955,27.81,2020/2/19 8:27
15274,987725541,29.44,2020/2/19 8:26
15275,222429643,28.16,2020/2/19 8:26
15276,242065023,38.28,2020/2/19 8:25
15277,256029735,33.31,2020/2/19 8:25
15278,341879607,32.06,2020/2/19 8:25
15279,943441706,27.27,2020/2/19 8:25
15280,291208913,41.07,2020/2/19 8:25
15281,966962499,39.07,2020/2/19 8:25
15282,12610896,33.34,2020/2/19 8:24
15283,903804575,40.51,2020/2/19 8:24
15284,985294562,48.44,2020/2/19 8:24
15285,361776238,16,2020/2/19 8:24
15286,292201199,24.85,2020/2/19 8:23
15287,209988625,38.38,2020/2/19 8:22
15288,13954737,28.9,2020/2/19 8:22
15289,933733492,21.21,2020/2/19 8:22
15290,917104519,34.74,2020/2/19 8:22
15291,989229322,35.79,2020/2/19 8:21
15292,918346061,27.54,2020/2/19 8:21
15293,345539151,85.36,2020/2/19 8:21
15294,309974202,19.18,2020/2/19 8:21
15295,201538016,29.3,2020/2/19 8:21
15296,217452204,30.26,2020/2/19 8:21
15297,380495525,34.45,2020/2/19 8:21
15298,955776476,37.06,2020/2/19 8:20
15299,906325530,38.32,2020/2/19 8:20
15300,393637439,14.91,2020/2/19 8:20
15301,261589454,35.55,2020/2/18 20:06
15302,320454735,29.18,2020/2/19 8:19
15303,327479620,35.62,2020/2/19 8:19
15304,376628116,21.63,2020/2/19 8:19
15305,251825961,43.5,2020/2/19 8:19
15306,258229873,32.19,2020/2/19 8:18
15307,343872620,29.72,2020/2/19 8:18
15308,203607268,19.54,2020/2/19 8:18
15309,982058418,29.92,2020/2/19 8:18
15310,321972671,37.54,2020/2/19 8:18
15311,203458356,42.04,2020/2/19 8:17
15312,13855523,32.62,2020/2/19 8:17
15313,223036028,37.48,2020/2/19 8:17
15314,941805564,17.96,2020/2/19 8:16
15315,974886150,37.46,2020/2/19 8:16
15316,956600672,47.1,2020/2/19 8:15
15317,259980439,21.37,2020/2/19 8:14
15318,13719144,42.74,2020/2/19 8:14
15319,324284077,53,2020/2/19 8:14
15320,202358388,47.82,2020/2/19 8:13
15321,217731526,17.58,2020/2/19 8:13
15322,945563743,31.75,2020/2/19 8:13
15323,979474275,23.95,2020/2/19 8:12
15324,374236689,17.23,2020/2/19 8:12
15325,927100745,61,2020/2/19 8:12
15326,258080181,27.62,2020/2/19 8:12
15327,961620259,48.69,2020/2/19 8:12
15328,212167745,18.46,2020/2/19 8:11
15329,378217072,29.52,2020/2/19 8:10
15330,203589990,21.2,2020/2/19 8:10
15331,227966011,32.18,2020/2/19 8:09
15332,205932597,34.54,2020/2/19 8:09
15333,981834754,23.86,2020/2/19 8:09
15334,297303451,29.5,2020/2/19 8:09
15335,989377180,24.04,2020/2/19 8:08
15336,278526661,16.39,2020/2/19 8:08
15337,398063269,24.79,2020/2/19 8:07
15338,981746715,17.38,2020/2/19 8:07
15339,947120593,48.66,2020/2/19 8:07
15340,200021632,21.6,2020/2/19 8:07
15341,931251514,30.87,2020/2/19 8:06
15342,297507091,38.88,2020/2/19 8:06
15343,906540620,23.52,2020/2/19 8:05
15344,906862533,22.38,2020/2/19 8:05
15345,919058166,27.18,2020/2/19 8:05
15346,951875926,25.89,2020/2/19 8:05
15347,377937408,28.57,2020/2/19 8:05
15348,902605702,16.99,2020/2/19 8:05
15349,955080140,40.59,2020/2/19 8:04
15350,314229356,37.12,2020/2/19 8:04
15351,13827038,24.68,2020/2/19 8:04
15352,219964072,25.53,2020/2/19 8:03
15353,991646901,30.19,2020/2/19 8:03
15354,218078641,31.21,2020/2/19 8:03
15355,926772013,18.7,2020/2/19 8:03
15356,305132431,21.55,2020/2/19 8:02
15357,11952677,36.43,2020/2/19 8:02
15358,12663889,15.3,2020/2/19 8:02
15359,288568893,35.65,2020/2/19 8:02
15360,925346917,39.02,2020/2/19 8:01
15361,911275998,18.13,2020/2/19 8:01
15362,261458546,12.93,2020/2/19 8:01
15363,242285369,20.76,2020/2/19 8:01
15364,900068826,21.52,2020/2/19 8:00
15365,258464506,34.41,2020/2/19 8:00
15366,999080797,18.86,2020/2/19 8:00
15367,910478772,24.43,2020/2/19 8:00
15368,271114582,29.3,2020/2/19 8:00
15369,910603766,24.28,2020/2/19 7:59
15370,321826643,25.42,2020/2/19 7:59
15371,995858779,23.77,2020/2/19 7:59
15372,963730981,24.84,2020/2/19 7:58
15373,916564766,17.18,2020/2/19 7:58
15374,389830209,22.46,2020/2/19 7:58
15375,246848017,40.12,2020/2/19 7:57
15376,917884835,25.44,2020/2/19 7:57
15377,970488969,28.09,2020/2/19 7:56
15378,378372620,30.76,2020/2/19 7:56
15379,930890141,15.72,2020/2/19 7:56
15380,952745117,15.84,2020/2/19 7:55
15381,12557061,47.82,2020/2/19 7:55
15382,962503242,23.34,2020/2/19 7:55
15383,946316578,21.2,2020/2/19 7:55
15384,340590699,30,2020/2/18 20:54
15385,920444157,48.02,2020/2/19 7:54
15386,979745200,32.22,2020/2/19 7:54
15387,314557649,19.09,2020/2/19 7:54
15388,946312259,47.54,2020/2/19 7:54
15389,276524728,36.74,2020/2/19 7:53
15390,900431077,23.17,2020/2/19 7:53
