,乘客编号,订单金额,叫车时间
4071,299056961,22.3,2020/2/27 14:42
4072,974970066,48.52,2020/2/27 14:42
4073,917421006,40.77,2020/2/27 14:42
4074,13002319,23.65,2020/2/27 14:42
4075,388764443,37.63,2020/2/27 14:42
4076,206549025,24.52,2020/2/27 14:41
4077,909037007,40.76,2020/2/27 14:40
4078,276464128,68.14,2020/2/27 8:41
4079,396007059,31.46,2020/2/27 14:39
4080,257975714,38.65,2020/2/27 14:38
4081,928289627,28.03,2020/2/27 14:37
4082,381068187,38.58,2020/2/27 14:35
4083,12517731,18.62,2020/2/27 14:34
4084,362132631,47.85,2020/2/27 14:33
4085,388749018,41.79,2020/2/27 14:33
4086,984667628,13.66,2020/2/27 14:32
4087,214206987,45.8,2020/2/27 14:32
4088,14391231,40.98,2020/2/27 14:31
4089,988916697,28.15,2020/2/27 14:31
4090,973831092,24.92,2020/2/27 14:29
4091,911474923,20.54,2020/2/27 14:29
4092,993421967,73.99,2020/2/27 14:28
4093,265920889,53.68,2020/2/27 14:28
4094,904947687,17.17,2020/2/27 14:28
4095,375704691,32.11,2020/2/27 14:27
4096,246561302,17.36,2020/2/27 14:27
4097,989586901,47.64,2020/2/27 14:25
4098,947711767,36.99,2020/2/27 14:25
4099,14289419,18.15,2020/2/27 14:25
4100,252223022,44.73,2020/2/27 14:25
4101,904103886,49.96,2020/2/27 14:23
4102,294627851,20.82,2020/2/27 14:23
4103,388239310,23.25,2020/2/27 14:23
4104,388777903,14.5,2020/2/27 14:23
4105,975977742,65.89,2020/2/27 14:22
4106,995620010,23.04,2020/2/27 14:20
4107,284314198,15.21,2020/2/27 14:20
4108,267664547,26.01,2020/2/27 14:20
4109,993900083,46.21,2020/2/27 14:19
4110,12935616,68.52,2020/2/27 14:19
4111,966378061,59.91,2020/2/27 14:18
4112,358892048,20.92,2020/2/27 14:16
4113,998822626,26.07,2020/2/27 14:16
4114,989280385,26.89,2020/2/27 14:15
4115,240474513,27.16,2020/2/27 14:15
4116,262250339,41.41,2020/2/27 14:15
4117,987710418,39.22,2020/2/27 14:14
4118,247900639,31.46,2020/2/27 14:14
4119,942303191,22.71,2020/2/27 14:13
4120,381983551,45.86,2020/2/27 14:13
4121,350077798,40.81,2020/2/27 14:13
4122,282745272,28.36,2020/2/27 14:12
4123,317533252,16.48,2020/2/27 14:12
4124,254526528,33.57,2020/2/27 14:11
4125,352606921,39.7,2020/2/27 14:11
4126,207971771,41.48,2020/2/27 14:11
4127,963983220,12.91,2020/2/27 14:08
4128,356000231,36.4,2020/2/27 14:08
4129,964502331,40.68,2020/2/27 14:07
4130,925346917,40.38,2020/2/27 14:06
4131,275720283,27.86,2020/2/27 14:05
4132,913523996,28.22,2020/2/27 14:04
4133,275030451,47.24,2020/2/27 14:04
4134,335802339,22.6,2020/2/27 14:04
4135,392767553,20.89,2020/2/27 14:03
4136,260793003,35.68,2020/2/27 14:03
4137,328792422,46.41,2020/2/27 14:03
4138,14383262,18.46,2020/2/27 14:03
4139,300512536,32.74,2020/2/27 14:03
4140,316113531,36.99,2020/2/27 14:02
4141,397309798,19.59,2020/2/27 14:02
4142,289262366,18.79,2020/2/27 14:00
4143,969303756,45.36,2020/2/27 13:59
4144,946986952,26.05,2020/2/27 13:56
4145,952341942,25.27,2020/2/27 13:56
4146,217730272,21.06,2020/2/27 13:56
4147,289240452,27.97,2020/2/27 13:56
4148,227964946,51.39,2020/2/27 13:56
4149,343944908,19.74,2020/2/27 13:55
4150,12579478,17.68,2020/2/27 13:55
4151,12585158,13.96,2020/2/27 13:54
4152,909037007,40.75,2020/2/27 13:53
4153,398572648,68.7,2020/2/27 13:51
4154,992392646,17.4,2020/2/27 13:50
4155,360833661,42.98,2020/2/27 13:50
4156,237763069,18.04,2020/2/27 13:49
4157,253259041,47.5,2020/2/27 13:49
4158,975444957,48.75,2020/2/27 13:49
4159,321776465,50.41,2020/2/27 13:48
4160,12630858,29.8,2020/2/27 13:48
4161,228214450,74.72,2020/2/27 13:48
4162,944611122,55.3,2020/2/27 13:48
4163,928754511,28.9,2020/2/27 13:47
4164,357217477,45.9,2020/2/27 13:47
4165,908869316,36.37,2020/2/27 13:47
4166,981924347,22.94,2020/2/27 13:46
4167,271694223,59.49,2020/2/27 13:46
4168,246561302,15.67,2020/2/27 13:46
4169,263137288,17.83,2020/2/27 13:46
4170,341995039,32.5,2020/2/27 13:46
4171,352106782,33.45,2020/2/27 13:45
4172,962677668,99.73,2020/2/27 13:45
4173,218442553,19.44,2020/2/27 13:44
4174,909376562,32.16,2020/2/27 13:43
4175,903032761,32.01,2020/2/27 13:43
4176,376572009,26.32,2020/2/27 13:43
4177,923109547,12.74,2020/2/27 13:43
4178,397874662,14.83,2020/2/27 13:42
4179,913522384,29.62,2020/2/27 13:41
4180,376536611,19.57,2020/2/27 13:40
4181,12067901,17.34,2020/2/27 13:40
4182,271003487,14.46,2020/2/27 13:39
4183,305674603,23.2,2020/2/27 13:39
4184,240659358,60.48,2020/2/27 13:39
4185,988148282,33.96,2020/2/27 13:37
4186,998822626,39.31,2020/2/27 13:37
4187,910827741,25.84,2020/2/27 13:37
4188,12564305,24.02,2020/2/27 13:35
4189,229389952,47.7,2020/2/27 13:35
4190,979973921,32.33,2020/2/27 13:34
4191,249700510,15.18,2020/2/27 13:34
4192,12397743,24.96,2020/2/27 13:33
4193,12126152,46.09,2020/2/27 13:32
4194,958705095,37.11,2020/2/27 13:32
4195,985308939,50.86,2020/2/27 13:31
4196,955136993,26.56,2020/2/27 13:30
4197,310680522,23.14,2020/2/27 13:30
4198,942029487,38.8,2020/2/27 13:28
4199,318810921,28.64,2020/2/27 13:28
4200,359722337,39.18,2020/2/27 13:28
4201,12329964,38.48,2020/2/27 13:27
4202,965861817,38.59,2020/2/27 13:27
4203,920471486,48.4,2020/2/27 13:27
4204,946520999,41.68,2020/2/27 13:27
4205,900774963,30.8,2020/2/27 13:25
4206,999911885,22.75,2020/2/27 13:24
4207,930646983,23.17,2020/2/27 13:24
4208,241390145,45.15,2020/2/27 13:24
4209,236512171,21.18,2020/2/27 13:23
4210,330492643,30.27,2020/2/27 13:23
4211,12776106,97.59,2020/2/27 13:22
4212,284223984,27.69,2020/2/27 13:22
4213,224038573,59.22,2020/2/27 13:21
4214,339659159,18.55,2020/2/27 13:20
4215,999425595,30.3,2020/2/27 13:19
4216,948573587,39.27,2020/2/27 13:19
4217,273150259,23.06,2020/2/27 13:19
4218,965552462,26.46,2020/2/27 13:18
4219,12995774,40.5,2020/2/27 13:18
4220,912899272,22.14,2020/2/27 13:16
4221,963849197,19.69,2020/2/27 13:16
4222,381073667,33.93,2020/2/27 13:15
4223,292201199,24.73,2020/2/27 13:15
4224,261311527,17.13,2020/2/27 13:15
4225,936749236,34.48,2020/2/27 13:14
4226,909759241,35.72,2020/2/27 13:14
4227,905685615,23.65,2020/2/27 13:14
4228,949324993,49.75,2020/2/27 13:14
4229,275781502,32.42,2020/2/27 13:12
4230,969277978,21.66,2020/2/27 13:12
4231,902011069,24.16,2020/2/27 13:11
4232,246444018,44.24,2020/2/27 13:09
4233,970659562,31.53,2020/2/27 13:08
4234,271003487,22,2020/2/27 13:08
4235,256332060,34.57,2020/2/27 13:08
4236,904947687,17.7,2020/2/27 13:08
4237,981970207,41.78,2020/2/27 13:06
4238,210133379,17.28,2020/2/27 13:03
4239,228059582,26.06,2020/2/27 13:02
4240,387825380,37.7,2020/2/27 13:02
4241,951944912,37.96,2020/2/27 13:01
4242,903190971,47.16,2020/2/27 13:01
4243,949583961,35,2020/2/27 13:01
4244,355508687,43.33,2020/2/27 13:00
4245,255983147,52.98,2020/2/27 13:00
4246,281189017,45.12,2020/2/27 13:00
4247,353028469,25.95,2020/2/27 12:59
4248,240607130,23.37,2020/2/27 12:58
4249,398572648,74.62,2020/2/27 12:58
4250,13027278,214.68,2020/2/27 12:58
4251,903524633,34.24,2020/2/27 12:55
4252,298675227,18.93,2020/2/27 12:54
4253,938757578,35.64,2020/2/27 12:53
4254,999531969,38.68,2020/2/27 12:53
4255,367471644,13.39,2020/2/27 12:53
4256,960250229,19.6,2020/2/27 12:53
4257,971092248,47.06,2020/2/27 12:53
4258,241390145,45.57,2020/2/27 12:53
4259,977477286,25.82,2020/2/27 12:53
4260,986053267,17.24,2020/2/27 12:53
4261,310371684,100.71,2020/2/27 12:51
4262,988916697,25.39,2020/2/27 12:50
4263,322924158,21.74,2020/2/27 12:49
4264,968656652,31.24,2020/2/27 12:49
4265,310680522,29.04,2020/2/27 12:49
4266,956236789,24.8,2020/2/27 12:48
4267,932533280,28.16,2020/2/27 12:47
4268,209472746,30.93,2020/2/27 12:46
4269,312811221,39.58,2020/2/27 12:45
4270,912281131,56.82,2020/2/27 12:44
4271,293343301,25.78,2020/2/27 12:39
4272,939425090,15.85,2020/2/27 12:38
4273,234533373,38.72,2020/2/27 12:38
4274,236512171,30.63,2020/2/27 12:37
4275,395525240,70.48,2020/2/27 12:37
4276,992132288,15.45,2020/2/27 12:34
4277,903174858,23.53,2020/2/27 12:32
4278,945810428,34.2,2020/2/27 12:32
4279,365615728,19.94,2020/2/27 12:31
4280,11486233,27.26,2020/2/27 12:31
4281,969901773,44.64,2020/2/27 12:31
4282,269739296,23.07,2020/2/27 12:29
4283,398271042,36.3,2020/2/27 12:27
4284,245260337,43.38,2020/2/27 12:26
4285,337471651,12.78,2020/2/27 12:25
4286,917732525,13.92,2020/2/27 12:25
4287,953591146,47.35,2020/2/27 12:25
4288,232888722,29.08,2020/2/27 12:24
4289,352473635,21.08,2020/2/27 12:22
4290,251822486,25.88,2020/2/27 12:22
4291,305674603,21.25,2020/2/27 12:20
4292,965552462,44.3,2020/2/27 12:20
4293,342874661,85.35,2020/2/26 22:10
4294,995694917,31.39,2020/2/27 12:19
4295,990600471,15.08,2020/2/27 12:18
4296,12571254,23.07,2020/2/27 12:16
4297,920419306,51.03,2020/2/27 12:16
4298,903524633,25.5,2020/2/27 12:14
4299,271927003,57.99,2020/2/27 12:13
4300,307869713,15.3,2020/2/27 12:13
4301,376639318,36.25,2020/2/27 12:12
4302,939690265,53.04,2020/2/27 12:11
4303,949063918,21.55,2020/2/27 12:09
4304,360259651,30.08,2020/2/27 12:09
4305,236426948,49.42,2020/2/27 12:08
4306,12621561,30.43,2020/2/27 12:08
4307,986116061,27.42,2020/2/27 12:07
4308,292659848,52.14,2020/2/27 12:07
4309,988320672,31.93,2020/2/27 12:06
4310,948573587,40.56,2020/2/27 12:05
4311,393030628,75.82,2020/2/27 12:05
4312,906562740,27.68,2020/2/27 12:05
4313,997893609,36.66,2020/2/27 12:04
4314,12465467,19.93,2020/2/27 12:04
4315,318595332,36.79,2020/2/27 12:02
4316,933784302,49,2020/2/27 12:01
4317,12765616,17.36,2020/2/27 11:58
4318,950203301,41.41,2020/2/27 11:58
4319,259162082,17.48,2020/2/27 11:57
4320,344186076,50.82,2020/2/27 11:57
4321,979335169,14.65,2020/2/27 11:56
4322,945770935,18.69,2020/2/27 11:55
4323,290715911,29.08,2020/2/27 11:55
4324,995694917,26.01,2020/2/27 11:55
4325,941229847,27.27,2020/2/27 11:55
4326,913685558,28.75,2020/2/27 11:55
4327,973460928,20.91,2020/2/27 11:54
4328,246070598,64.06,2020/2/27 11:53
4329,969277978,23.01,2020/2/27 11:52
4330,996053973,22.21,2020/2/27 11:52
4331,976127444,31.84,2020/2/27 11:52
4332,14438243,22.68,2020/2/27 11:51
4333,328824459,19.56,2020/2/27 11:51
4334,282022833,23.64,2020/2/27 11:50
4335,927457744,36.57,2020/2/27 11:49
4336,989328819,31.62,2020/2/27 11:48
4337,324119267,41.05,2020/2/27 11:48
4338,970023556,21.86,2020/2/27 11:47
4339,12517731,24.74,2020/2/27 11:47
4340,352606921,37.41,2020/2/27 11:45
4341,340258382,31.33,2020/2/27 11:44
4342,394622389,17.88,2020/2/27 11:44
4343,250443509,57.76,2020/2/27 11:44
4344,348852485,35.59,2020/2/27 11:43
4345,990890998,37,2020/2/27 11:42
4346,221820936,27.13,2020/2/27 11:39
4347,994482538,68.85,2020/2/27 11:39
4348,241086390,24.2,2020/2/27 11:38
4349,281679636,40.7,2020/2/27 11:36
4350,392929409,30.68,2020/2/27 11:35
4351,245705547,27.36,2020/2/27 11:35
4352,951875926,25.34,2020/2/27 11:34
4353,948389586,69.72,2020/2/27 11:33
4354,380174694,14.91,2020/2/27 11:32
4355,962028240,53.72,2020/2/27 11:30
4356,951836302,16.82,2020/2/27 11:30
4357,226163056,29.85,2020/2/27 11:29
4358,14513732,38.64,2020/2/27 11:28
4359,223898095,12.78,2020/2/27 11:28
4360,991903947,22.45,2020/2/27 11:26
4361,956527673,22.72,2020/2/27 11:25
4362,963091666,18.98,2020/2/27 11:25
4363,999305587,24.63,2020/2/27 11:25
4364,967771879,55.66,2020/2/27 11:24
4365,955904297,26.35,2020/2/27 11:24
4366,274115698,16.56,2020/2/27 11:24
4367,361308152,31.87,2020/2/27 11:23
4368,992193937,33.16,2020/2/27 11:23
4369,953839234,26.76,2020/2/27 11:23
4370,337471651,14.9,2020/2/27 11:22
4371,375117430,22.68,2020/2/27 11:22
4372,984722483,30.61,2020/2/27 11:21
4373,309343145,34.1,2020/2/27 11:21
4374,963849197,19.68,2020/2/27 11:19
4375,13628683,30.5,2020/2/27 11:19
4376,921572175,34.86,2020/2/27 11:17
4377,962225498,32.62,2020/2/27 11:17
4378,218442553,19.69,2020/2/27 11:16
4379,13965718,41.44,2020/2/27 11:14
4380,989605350,32.2,2020/2/27 11:13
4381,917476017,23.47,2020/2/27 11:13
4382,976288398,27.16,2020/2/27 11:13
4383,377962731,26.35,2020/2/27 11:12
4384,266067489,28.48,2020/2/27 11:11
4385,929716239,28.39,2020/2/27 11:09
4386,966974691,32.13,2020/2/27 11:09
4387,907999545,29.37,2020/2/27 11:07
4388,210879537,23.18,2020/2/27 11:06
4389,972426812,21.19,2020/2/27 11:02
4390,234791995,39.67,2020/2/27 11:01
4391,987272286,24.01,2020/2/27 11:01
4392,940680127,26.37,2020/2/27 10:59
4393,914810507,26.86,2020/2/27 10:59
4394,10495804,22.33,2020/2/27 10:57
4395,923725125,20.14,2020/2/27 10:55
4396,946826997,12.16,2020/2/27 10:52
4397,12634498,41.1,2020/2/27 10:50
4398,357671654,15.54,2020/2/27 10:50
4399,926640967,46.11,2020/2/27 10:47
4400,288260309,16.17,2020/2/27 10:46
4401,357822484,34.78,2020/2/27 10:43
4402,987185001,20.88,2020/2/27 10:43
4403,391515401,20.36,2020/2/27 10:43
4404,385675613,36.98,2020/2/27 10:43
4405,394622389,19.48,2020/2/27 10:43
4406,943807519,50.78,2020/2/27 10:41
4407,317471629,14.89,2020/2/27 10:41
4408,935525293,16.18,2020/2/27 10:40
4409,349887560,17.01,2020/2/27 10:39
4410,942798383,35.56,2020/2/27 10:39
4411,909380228,38.58,2020/2/27 10:38
4412,912899272,22.58,2020/2/27 10:36
4413,245260337,46.71,2020/2/27 10:35
4414,976288398,14.86,2020/2/27 10:34
4415,987272286,13.88,2020/2/27 10:33
4416,979335169,17.91,2020/2/27 10:33
4417,290424439,24.3,2020/2/27 10:32
4418,318595332,38.7,2020/2/27 10:32
4419,980533201,25.3,2020/2/27 10:32
4420,933485940,33.36,2020/2/27 10:32
4421,12537033,19.84,2020/2/27 10:32
4422,958580732,14.44,2020/2/27 10:31
4423,381320031,72,2020/2/27 10:30
4424,970023556,21.22,2020/2/27 10:30
4425,311773667,31.57,2020/2/27 10:30
4426,908664306,27.5,2020/2/27 10:29
4427,986339983,27.58,2020/2/27 10:29
4428,905563988,15.92,2020/2/27 10:28
4429,381973470,49.42,2020/2/27 10:28
4430,905519943,50.25,2020/2/27 10:28
4431,383424667,22.39,2020/2/27 10:27
4432,343074282,37.53,2020/2/27 10:27
4433,228924230,34.99,2020/2/27 10:26
4434,296134058,47.05,2020/2/27 10:26
4435,249987922,61.56,2020/2/27 10:25
4436,330492643,30.22,2020/2/27 10:24
4437,952911948,32.16,2020/2/27 10:24
4438,364056020,42.9,2020/2/27 10:21
4439,205034716,22.48,2020/2/27 10:20
4440,12673249,38.13,2020/2/27 10:20
4441,247042558,35.46,2020/2/27 10:18
4442,13914957,41.32,2020/2/27 10:17
4443,11770552,36.54,2020/2/27 10:16
4444,971877748,16.8,2020/2/27 10:15
4445,974637224,37.74,2020/2/27 10:13
4446,386136608,45.64,2020/2/27 10:12
4447,967929385,20.6,2020/2/27 10:11
4448,980917280,32.43,2020/2/27 10:11
4449,367471604,14.86,2020/2/27 10:09
4450,339776466,23.07,2020/2/27 10:07
4451,13746952,16.87,2020/2/27 10:05
4452,241537904,20.6,2020/2/27 10:04
4453,900346088,26.64,2020/2/27 10:04
4454,939182287,42.86,2020/2/27 10:03
4455,292659848,42.04,2020/2/27 10:00
4456,914810507,31.14,2020/2/27 10:00
4457,903949807,50.84,2020/2/27 10:00
4458,228337868,18.07,2020/2/27 10:00
4459,231859706,22.74,2020/2/27 9:59
4460,14302742,22.02,2020/2/27 9:58
4461,913166230,26.58,2020/2/27 9:58
4462,383424667,27.01,2020/2/27 9:56
4463,232888722,28.14,2020/2/27 9:55
4464,357671654,15.31,2020/2/27 9:55
4465,989867925,40.21,2020/2/27 9:54
4466,939135731,22.42,2020/2/27 9:54
4467,921264498,16,2020/2/27 9:53
4468,900328988,29.07,2020/2/27 9:52
4469,992979323,39.61,2020/2/27 9:51
4470,217471748,49.98,2020/2/27 9:51
4471,369577156,16.86,2020/2/27 9:50
4472,201693318,21.37,2020/2/27 9:50
4473,935838594,40.77,2020/2/27 9:49
4474,916941932,33.27,2020/2/27 9:46
4475,12527351,43.17,2020/2/27 9:43
4476,933453415,52.39,2020/2/27 9:43
4477,997036317,50.65,2020/2/27 9:42
4478,362677669,48.27,2020/2/27 9:42
4479,962825279,17.08,2020/2/27 9:41
4480,215488966,28.18,2020/2/27 9:41
4481,982012938,27,2020/2/27 9:40
4482,937098479,41.8,2020/2/27 9:39
4483,914307987,23.9,2020/2/27 9:38
4484,373673389,49.64,2020/2/27 9:38
4485,918174017,31.74,2020/2/27 9:38
4486,957324878,36.34,2020/2/27 9:37
4487,321287122,55.36,2020/2/27 9:36
4488,907271662,25.7,2020/2/27 9:36
4489,14197902,31.16,2020/2/27 9:36
4490,221012259,32.34,2020/2/27 9:35
4491,12782181,36.92,2020/2/27 9:35
4492,357299653,36.82,2020/2/27 9:35
4493,235867021,25.04,2020/2/27 9:34
4494,254145553,36.49,2020/2/27 9:33
4495,233440913,60.43,2020/2/27 9:33
4496,982575614,24.48,2020/2/27 9:30
4497,208426912,21.28,2020/2/27 9:30
4498,388244149,52.95,2020/2/27 9:30
4499,902689468,30,2020/2/27 8:55
4500,248050137,33.9,2020/2/27 9:29
4501,220915356,28.93,2020/2/27 9:28
4502,931097127,47.43,2020/2/27 9:28
4503,921493407,24.3,2020/2/27 9:28
4504,987272286,27.09,2020/2/27 9:28
4505,930029663,22.16,2020/2/27 9:28
4506,913522384,26.34,2020/2/27 9:27
4507,387938708,18.86,2020/2/27 9:25
4508,309343145,36.68,2020/2/27 9:24
4509,933923958,52,2020/2/27 9:24
4510,371096216,23.58,2020/2/27 9:24
4511,948870037,24.43,2020/2/27 9:23
4512,978832231,15.64,2020/2/27 9:23
4513,927431760,21.9,2020/2/27 9:22
4514,937475721,35.73,2020/2/27 9:22
4515,274202135,28.6,2020/2/27 9:22
4516,981906874,25.89,2020/2/27 9:21
4517,973925133,36.93,2020/2/27 9:21
4518,280001483,42.14,2020/2/27 9:20
4519,200436063,43.02,2020/2/27 9:19
4520,308804339,54.78,2020/2/27 9:18
4521,324095757,31.17,2020/2/27 9:18
4522,376495150,22.78,2020/2/27 9:18
4523,953644797,28.18,2020/2/27 9:17
4524,202535643,20.86,2020/2/27 9:13
4525,951852806,41.92,2020/2/27 9:13
4526,255665941,25.74,2020/2/27 9:13
4527,348635636,22.56,2020/2/27 9:13
4528,995629690,14.66,2020/2/27 9:12
4529,239117595,21.36,2020/2/27 9:11
4530,914034648,28.92,2020/2/27 9:10
4531,995449602,17.94,2020/2/27 9:10
4532,957301307,20.98,2020/2/27 9:10
4533,925346917,40.29,2020/2/27 9:09
4534,905567234,41.54,2020/2/27 9:09
4535,202072446,30.37,2020/2/27 9:09
4536,206876626,26.04,2020/2/27 9:09
4537,363133463,36.97,2020/2/27 9:08
4538,301772680,31.18,2020/2/27 9:08
4539,987580551,18.02,2020/2/27 9:08
4540,391515401,21.64,2020/2/27 9:07
4541,996993688,24.6,2020/2/27 9:06
4542,390374605,13.34,2020/2/27 9:05
4543,338472659,21.72,2020/2/27 9:05
4544,926790544,30.02,2020/2/27 9:05
4545,900467984,32.19,2020/2/27 9:05
4546,286536236,45.6,2020/2/27 9:05
4547,942833408,27.27,2020/2/27 9:04
4548,931840839,18.6,2020/2/27 9:04
4549,241885932,25.94,2020/2/27 9:04
4550,912258137,33.87,2020/2/27 9:04
4551,285196322,27.06,2020/2/27 9:04
4552,14578544,48.14,2020/2/27 9:03
4553,993332780,25.05,2020/2/27 9:03
4554,374606226,24.64,2020/2/27 9:03
4555,983752138,32.35,2020/2/27 9:02
4556,961432443,18.38,2020/2/27 9:02
4557,272323091,28.18,2020/2/27 9:01
4558,907192635,27.6,2020/2/27 9:01
4559,241086390,28.96,2020/2/27 9:01
4560,14382408,21.76,2020/2/27 9:00
4561,960250229,66.88,2020/2/27 8:59
4562,245206961,34.81,2020/2/27 8:59
4563,280369335,27.93,2020/2/27 8:58
4564,944835668,39.66,2020/2/27 8:58
4565,945185321,41.54,2020/2/27 8:58
4566,936401232,26.42,2020/2/27 8:58
4567,975626261,26.12,2020/2/27 8:57
4568,949946570,19.92,2020/2/27 8:57
4569,294627851,26.07,2020/2/27 8:57
4570,13376761,70.09,2020/2/27 8:56
4571,971470150,20.16,2020/2/27 8:56
4572,205660225,39.25,2020/2/27 8:55
4573,310571601,30.72,2020/2/27 8:55
4574,969503330,33.99,2020/2/27 8:55
4575,917727010,47.37,2020/2/27 8:54
4576,268246016,27.2,2020/2/27 8:54
4577,950069217,31.75,2020/2/27 8:54
4578,336082791,35.73,2020/2/27 8:53
4579,267339234,23.94,2020/2/27 8:53
4580,934503810,69,2020/2/27 8:53
4581,969901773,50.9,2020/2/27 8:52
4582,12698106,29.76,2020/2/27 8:52
4583,949833571,61.96,2020/2/27 8:52
4584,967918589,30.16,2020/2/27 8:51
4585,978624416,17.86,2020/2/27 8:51
4586,241767787,35.65,2020/2/27 8:51
4587,963350924,61.3,2020/2/27 8:51
4588,941702734,15.3,2020/2/27 8:50
4589,979930597,19.75,2020/2/27 8:50
4590,350373616,22.24,2020/2/27 8:50
4591,370374631,45.36,2020/2/27 8:50
4592,921018396,17.12,2020/2/27 8:50
4593,959815956,63.4,2020/2/26 21:28
4594,953839234,26.6,2020/2/27 8:49
4595,921918069,30,2020/2/27 8:49
4596,988876018,57.64,2020/2/27 8:49
4597,940290536,30.93,2020/2/27 8:49
4598,931004759,27.69,2020/2/27 8:49
4599,937006866,18.2,2020/2/27 8:49
4600,929319560,25.98,2020/2/27 8:48
4601,340408645,24.62,2020/2/27 8:48
4602,936820563,16.59,2020/2/27 8:46
4603,940849260,44.5,2020/2/27 8:45
4604,11753342,21.36,2020/2/27 8:45
4605,374923473,28.95,2020/2/27 8:45
4606,935968735,43.21,2020/2/27 8:45
4607,999900246,14.04,2020/2/27 8:44
4608,310848524,20.48,2020/2/27 8:44
4609,970184899,26.43,2020/2/27 8:44
4610,945631776,23.12,2020/2/27 8:44
4611,255665941,17.7,2020/2/27 8:43
4612,289184976,15.9,2020/2/27 8:43
4613,305132431,21.36,2020/2/27 8:43
4614,912328386,27.55,2020/2/27 8:43
4615,342785460,18.51,2020/2/27 8:43
4616,909376562,33.34,2020/2/27 8:42
4617,366876480,16.36,2020/2/27 8:42
4618,12100851,36.44,2020/2/27 8:42
4619,276466529,20.08,2020/2/27 8:42
4620,12516091,25.26,2020/2/27 8:42
4621,12609662,19.87,2020/2/27 8:41
4622,13617796,22.64,2020/2/27 8:41
4623,12627002,16.35,2020/2/27 8:41
4624,914363950,43.71,2020/2/27 8:41
4625,212548211,36.32,2020/2/27 8:41
4626,329634763,24.34,2020/2/27 8:41
4627,921472500,18.22,2020/2/27 8:41
4628,396409175,34.57,2020/2/27 8:41
4629,263178752,34.17,2020/2/27 8:41
4630,14095955,29.97,2020/2/27 8:40
4631,339882790,19.32,2020/2/27 8:40
4632,365922363,14.77,2020/2/27 8:40
4633,309474652,40.35,2020/2/27 8:40
4634,14424294,24.31,2020/2/27 8:40
4635,934949350,37.1,2020/2/27 8:40
4636,304255411,36.36,2020/2/27 8:40
4637,221796318,18.64,2020/2/27 8:39
4638,13662504,48.7,2020/2/27 8:39
4639,986315516,28.68,2020/2/27 8:39
4640,957123444,19.24,2020/2/27 8:39
4641,278499212,23.85,2020/2/27 8:38
4642,277312292,46.28,2020/2/27 8:38
4643,260785321,24.62,2020/2/27 8:38
4644,921572175,18.19,2020/2/27 8:38
4645,955078755,14.44,2020/2/27 8:38
4646,12516152,60.81,2020/2/27 8:38
4647,934705787,40.26,2020/2/27 8:38
4648,303759231,32.97,2020/2/27 8:38
4649,903409459,19.68,2020/2/27 8:37
4650,954816446,37.27,2020/2/27 8:37
4651,943223228,16.66,2020/2/27 8:37
4652,12643510,21.9,2020/2/27 8:37
4653,927208971,30.73,2020/2/27 8:37
4654,13595362,40.6,2020/2/27 8:37
4655,350974972,26.23,2020/2/27 8:36
4656,965861817,40.83,2020/2/27 8:36
4657,359691913,29.82,2020/2/27 8:36
4658,234030896,21.22,2020/2/27 8:35
4659,212363521,25.41,2020/2/27 8:35
4660,386877672,35.02,2020/2/26 22:57
4661,281841026,21.97,2020/2/27 8:34
4662,968006880,20.82,2020/2/27 8:34
4663,338273565,17.38,2020/2/27 8:34
4664,989540724,29.92,2020/2/27 8:34
4665,912695777,22.75,2020/2/27 8:34
4666,981976317,22.24,2020/2/27 8:34
4667,972495848,25.44,2020/2/27 8:34
4668,998709928,23.96,2020/2/27 8:34
4669,289859711,14.18,2020/2/27 8:34
4670,299114262,43.83,2020/2/27 8:34
4671,358486408,18.8,2020/2/27 8:33
4672,948222582,25.35,2020/2/27 8:33
4673,911858867,35.41,2020/2/27 8:33
4674,907638996,37.23,2020/2/27 8:33
4675,380271610,35.8,2020/2/27 8:33
4676,383375696,23.02,2020/2/27 8:32
4677,916167895,33.34,2020/2/27 8:32
4678,904071270,28.16,2020/2/27 8:32
4679,962879723,32.01,2020/2/27 8:32
4680,988681478,36.09,2020/2/27 8:31
4681,257642070,19.93,2020/2/27 8:31
4682,12742295,18.68,2020/2/27 8:30
4683,980061262,18.36,2020/2/27 8:30
4684,994001459,26.43,2020/2/27 8:30
4685,912160019,20.1,2020/2/27 8:30
4686,220915356,27.56,2020/2/27 8:30
4687,328429467,29.65,2020/2/27 8:30
4688,990227200,23,2020/2/27 8:30
4689,372874679,113.14,2020/2/26 21:59
4690,935154608,28.12,2020/2/27 8:29
4691,997931390,35.4,2020/2/27 8:29
4692,393883128,23.28,2020/2/27 8:29
4693,203607268,21.64,2020/2/27 8:29
4694,918090539,21.08,2020/2/27 8:29
4695,390493153,38.8,2020/2/27 8:29
4696,977077947,30.38,2020/2/27 8:29
4697,956175824,25.06,2020/2/27 8:28
4698,987708467,31.15,2020/2/27 8:28
4699,387271689,43.51,2020/2/27 8:28
4700,942746585,41.86,2020/2/27 8:27
4701,296040786,33.93,2020/2/27 8:27
4702,935207368,33.7,2020/2/27 8:27
4703,220606004,22.2,2020/2/27 8:27
4704,209302801,23.78,2020/2/27 8:27
4705,968377706,24.33,2020/2/27 8:26
4706,998320388,32.72,2020/2/27 8:26
